area,env,first,floor,house_name,location,name,price,second,title
30,"合租,朝南,有电梯,3/5号线",3,高层(共34层)                                                            ,,高新区-大寨路 科技路298号,响塘文苑,650,1,丈八北路地铁口 西安高新医院 西安大都荟 科技路 高新六路
40,"合租,朝南,有电梯,3/5号线",2,中层(共25层)                                                            ,,"高新区-大寨路 大寨路,近无名路",晶鑫华庭,1300,1,大阳台主卧 丈八北路 大寨路 华润万家 软件园 伟业公馆
20,"合租,朝南,有电梯,6号线",2,高层(共18层)                                                            ,,高新区-科技六路 科技六路23号,数字空间,870,1,loft（复式）数字空间 木塔寺 新长安广场 海升酒店 月付
30,"合租,朝南,有电梯,3号线",3,中层(共30层)                                                            ,,"高新区-大寨路 科技西路,近丈八北路辅路",金辉高新云璟,820,1,丈八北路地铁口 金辉高新云璟 主卧独卫 有公用厨房 随时看房
40,"合租,朝南,有电梯,3/5号线",2,中层(共25层)                                                            ,,"高新区-大寨路 大寨路,近无名路",晶鑫华庭,1300,1,大阳台主卧 丈八北路 大寨路 华润万家 软件园 伟业公馆
26,"合租,朝南,有电梯,3号线",3,中层(共29层)                                                            ,,"高新区-科技路西口 高新六路,近科技路",米罗蓝山,500,2,丈八北路地铁 中晶科技广场 阳台 西安高新医院 米罗蓝山直租
20,"合租,朝南,有电梯,6号线",3,低层(共33层)                                                            ,,高新区-科技六路 团结南路,南窑头社区西区,600,1,月付茶张馨苑国宾中央区保利双水磨陕西宾馆利君明天赢园雅筑
20,"合租,朝南,有电梯,3/5号线",2,中层(共32层)                                                            ,,高新区-大寨路 大寨路2号,东方米兰,850,1,可月付 可短租 主卧落地窗 大寨路 东方米兰 晶鑫广场 随住
26,"合租,朝南,有电梯,6号线",5,低层(共27层)                                                            ,,高新区-丈八北路 硕士路,中圣绿苑,700,0,创汇路中圣绿苑创汇社区紫薇田园都市锦业居多套单间可月付可短租
25,"合租,朝南,有电梯,3/5号线",3,中层(共22层)                                                            ,,"高新区-科技西路 科技路,近科技西路",枫韵蓝湾,700,2,首月免租金 丈八北路地铁口 枫韵蓝湾 天朗蓝湖树 直租无中介
23,"合租,朝南,有电梯,3号线",3,低层(共33层)                                                            ,,高新区-鱼化寨 西三环,绿地国际花都(南区),500,2,可月付 鱼化寨地铁口 环普软件园 华为研究所 绿地国际花都
29,"合租,朝南,有电梯,6号线",3,中层(共29层)                                                            ,,高新区-逸翠园 锦业二路10号,逸翠园(别墅),600,1,月付直租丈八一路泰威智链中兴产业园中投国际绿地中心领海智海
25,"合租,朝南,有电梯,6号线",4,中层(共20层)                                                            ,,高新区-唐延路 科技四路2号,天地源枫林绿洲,950,2,可月付木塔寺地铁口 洛克大厦 新长安广场 高新万达 主卧飘窗
35,"合租,朝南,有电梯,3/5/6号线",5,中层(共30层)                                                            ,,高新区-科技路 科技路20号,萨菲尔名邸,1399,0,直租科技路地铁口 萨菲尔大厦超大主卧独卫首租随时带看无中介费
25,"合租,朝南,有电梯",3,中层(共31层)                                                            ,,高新区-鱼化寨 天谷五路,漳浒寨雷家寨安置楼,750,2,月付 环普产业园 腾飞科汇城 欧森国际 数字出版社 半导体
31,"合租,朝南,6号线",2,中层(共27层)                                                            ,,高新区-丈八西路 丈八西路,西滩村安置小区,1000,1,西三环  华为 半导体 中软 环普 西沙湖花园 全女生合租
20,"合租,朝南,有电梯,3/5号线",3,中层(共30层)                                                            ,,高新区-昆明路 创新路南段80号,黄金嘉园,890,2,延平门，金光门地铁口，无任何杂费，直租房
30,"合租,朝南,有电梯,3/5号线",3,中层(共30层)                                                            ,,高新区-大寨路 科技路298号,响塘文苑,750,2,短租月付，丈八北路，公用厨房，独立洗衣机，朝南大阳台
18,"合租,朝北,有电梯,6号线",5,高层(共32层)                                                            ,,高新区-锦业路 锦业路40号,西港雅苑,580,1,锦业路丈八四路西港雅苑合租公寓次卧阳光房采光好干净卫生可月付
30.7,"合租,朝南,有电梯,3号线",3,中层(共33层)                                                            ,,"高新区-大寨路 科技西路,近丈八北路辅路",金辉高新云璟,599,2,带阳台 独立水源 科技路西口 外事学院 高新云璟 天朗蓝湖树
30,"合租,朝南,有电梯,3/5号线",3,低层(共18层)                                                            ,,高新区-大寨路 团结南路,融侨城(西区二三四期),550,2,融侨城次卧，大寨路，晶鑫广场，丈八北路地铁口，河马鲜生
30,"合租,朝南,有电梯",3,高层(共32层)                                                            ,,高新区-科技四路西段 高新六路43号,绿港花园,850,2,科技四路 普生大厦 立人科技 西安软件园 绿港花园 押一付一
29,"合租,朝南,有电梯,3/5号线",5,高层(共34层)                                                            ,,高新区-大寨路 经十三路,华洲城熙悦都,500,0,直租无套路 多套精美单间主卧独卫 鱼化寨 西窑头 欣桥市场
27,"合租,朝南,有电梯,3/5号线",5,低层(共33层)                                                            ,,高新区-大寨路 大寨路,中航华府,550,0,实拍月付无中介费鱼化寨大寨路中航华府多套精美单间低至伍佰
30,"合租,朝南,有电梯,6号线",3,中层(共33层)                                                            ,,高新区-丈八西路 丈八四路,丈八一号,750,2,月付丈八四路地铁口 罗马景福城 缤纷南郡 丈八一号 高科尚都
25,"合租,朝南,有电梯,3/5号线",3,高层(共34层)                                                            ,,高新区-大寨路 纬一路,华洲城云顶,500,2,直租 鱼化寨地铁口 华洲城云顶 无押金
30,"合租,朝南,有电梯,3号线",4,中层(共33层)                                                            ,,"高新区-大寨路 科技西路,近丈八北路辅路",金辉高新云璟,650,0,实图月付 丈八北路地铁口 金辉高新云璟 外事学院 风度天诚
20,"合租,朝南,有电梯,3/5号线",3,中层(共32层)                                                            ,,高新区-大寨路 大寨路,中航华府,800,2,押一付一 鱼化寨地铁口 大寨路 外事学院 南飞鸿 恒大城
25,"合租,朝南,有电梯,3/5号线",3,高层(共32层)                                                            ,,高新区-大寨路 纬一路,华洲城云顶,588,2,月付独卫 鱼化寨 环普直达车 科技路西口 中软国际 西三环
25,"合租,朝南,有电梯,3/5号线",3,中层(共23层)                                                            ,,高新区-大寨路 团结南路200号,中建国熙台,550,2,中建国熙台月付，延平门，丈八北路，大寨路，陈家庄，次卧带飘窗
35,"合租,朝南,有电梯,3/5号线",3,中层(共18层)                                                            ,,高新区-大寨路 大寨路,中航华府,650,1,月付单间 大寨路 鱼化寨 中航华府 铭城国际 恒大城 西三环
28,"合租,朝东,有电梯,3号线",2,低层(共32层)                                                            ,,"高新区-大寨路 科技西路,近丈八北路辅路",金辉高新云璟,750,2,月付丈八北路鱼化寨地铁口高新云璟外事学院伟业公馆天朗蓝湖树
32,"合租,南北,有电梯,6号线",4,高层(共34层)                                                            ,,高新区-科技六路 双水磨路,保利双水磨小区,550,0,毕业季学生特价无中介多套精美单间主卧独卫立人科技园科技六路
27,"合租,朝南,有电梯,3/5号线",3,低层(共33层)                                                            ,,高新区-大寨路 大寨路2号,东方米兰,699,2,东方米兰大寨路 晶鑫商业广场港 精装修电梯房 无中介可随时看
35,"合租,南北,有电梯,3/5号线",4,高层(共33层)                                                            ,,高新区-大寨路 纬一路,华洲城云顶,780,2,鱼化寨地铁口 华洲城云顶 环普软件园 东方米兰国际城 月付
25,"合租,朝南,有电梯,3号线",3,中层(共33层)                                                            ,,高新区-科技西路 科技路82号,城市风景都市印象,630,1,丈八北路地铁口 西安外事学院 西安高新医院 睿中心 万象汇
25,"合租,朝南,有电梯,3号线",3,低层(共32层)                                                            ,,高新区-高新一中 科技二路78号,城市风景夏日景色(1区),650,2,可月付免租一月 西安软件园 科技二路 高新医院 光电园 主卧
25,"合租,朝南,有电梯,3号线",4,低层(共33层)                                                            ,,"高新区-大寨路 科技西路,近丈八北路辅路",金辉高新云璟,700,0,直租月付 科技路西口 高新云璟 都市印象 烽火科技园 方圆荟
35,"合租,朝南,有电梯,6号线",5,高层(共33层)                                                            ,,高新区-丈八西路 丈八四路,丈八一号,750,0,锦业路 丈八四路地铁口 罗马景福城 独立厨房间 冰箱
20,"合租,朝南,有电梯,6号线",3,高层(共27层)                                                            ,,高新区-高新一中 唐延路31号,地电广场,699,2,木塔寺地铁口 科技六路 新长安广场 唐延南路 旺座现代城
30,"合租,朝南,有电梯,3号线",3,高层(共32层)                                                            ,,高新区-鱼化寨 西三环,绿地国际花都(南区),1350,2,鱼化寨地铁口 欧森国际 鸿海大厦 绿地国际花都 主卧独卫精装
20,"合租,南北,有电梯,3号线",4,共5层                                                            ,,高新区-鱼化寨 西三环,鸿锦城罗曼尼,680,3,罗曼尼 鱼化寨地铁口 环普软件园 别墅区 独立电表 每周保洁
15,"合租,朝南,有电梯,3/5号线",3,中层(共32层)                                                            ,,高新区-大寨路 团结南路,融侨城(西区二三四期),450,1,月付 旺座国际 新西蓝 唐延路 延平门 华府新桃园
30,"合租,朝南,3/6号线",3,高层(共7层)                                                            ,,"高新区-高新路 科技一路,近枫林路",鸿景花园,680,2,月付 甘家寨地铁口 禾盛京广 科技一路 高新医院 高新一中
40,"合租,朝南,有电梯,3/5号线",3,高层(共33层)                                                            ,,"高新区-大寨路 团结南路,近无名路",高新枫林华府,980,1,主卧独卫 5号线汉城南路地铁口 安琪儿医院 大寨路 丈八北路
25,"合租,朝南,有电梯,3/5号线",3,低层(共31层)                                                            ,,高新区-大寨路 大寨路2号,东方米兰,700,2,首月免租金 高新区 大寨路 东方米兰 团结南路 高新医院
28,"合租,朝南,有电梯,6号线",4,高层(共33层)                                                            ,,高新区-科技六路 双水磨路,保利双水磨小区,650,1,直租 月付 新长安 西安软件园 环普 旺座现代城 摩尔中
25,"合租,朝南,有电梯,3/5号线",3,高层(共34层)                                                            ,,高新区-大寨路 纬一路,华洲城云顶,677,2,月付 主卧独卫 环普直达车 鱼化寨科技路西口 西三环 阿房路
28,"合租,朝南,有电梯,3/5号线",3,中层(共22层)                                                            ,,高新区-大寨路 纬一路,华洲城云顶,580,1,月付 鱼化寨地铁口 欣桥市场 华洲城云顶 中航华府 大寨路
25,"合租,朝南,有电梯,6号线",3,中层(共32层)                                                            ,,高新区-科技六路 双水磨路,保利双水磨小区,500,2,直租单间 保利双水磨 西安软件园 科技六路 无押金
29,"合租,朝南,有电梯,6号线",3,低层(共30层)                                                            ,,高新区-高新一中 唐延路31号,地电广场,699,2,木塔寺地铁 新长安广场 摩尔中心 中大国际 科技二路 甘家寨
15,"合租,朝南,有电梯,6号线",3,低层(共15层)                                                            ,,高新区-科技六路 科技七路2号,木塔寨家属院,450,1,新长安广场旺座现代城橡树省体育馆绿地中心汇鑫IBC丈八一路
95,"整租,朝南,有电梯,6号线",2,中层(共33层)                                                            ,,高新区-都市之门 太白南路39号,天正幸福里,2200,1,近都市之门 华陆大厦 永利金融中心 陕煤小区 天安人寿 朝南
30,"合租,朝南,有电梯,3号线",2,低层(共32层)                                                            ,,高新区-丈八北路 丈八北路380号,天朗蓝湖树,890,2,丈八北路地铁口 利君明天 天朗蓝湖树 风度天城 枫韵蓝湾
25,"合租,朝南,有电梯",3,高层(共34层)                                                            ,,"高新区-鱼化寨 西三环,近科技六路",云水壹号,699,2,主卧独卫 环普产业园 数字出版基地 软件新城 腾飞科汇城月付
113,"整租,南北,有电梯,3/5号线",3,高层(共32层)                                                            ,,"高新区-大寨路 创新路,近大寨路",融侨城(东区一期),3699,2,金光门地铁口 融侨城 大寨路 太和时代广场 安琪儿医院两卫
30,"合租,朝南,有电梯",3,低层(共18层)                                                            ,,"高新区-高新一中 丈八北路,近科技四路",城市风景夏日景色(2区),920,1,月付科技二路 西安软件园 启迪中心 万象汇 夏日景色 大阳台
30,"合租,朝南,有电梯,6号线",3,低层(共28层)                                                            ,,高新区-科技六路 科技六路23号,数字空间,750,2,木塔寺 科技六路 新长安 数字空间 坤元time 糖果
25,"合租,朝南,有电梯,3/5号线",3,中层(共32层)                                                            ,,高新区-大寨路 大寨路1号,华府新桃园,650,2,直租 华府新桃园 金光门地铁口 群贤庄 莱安逸境 创新路南段
26,"合租,朝南,有电梯,3/5号线",3,中层(共33层)                                                            ,,高新区-大寨路 丈八北路575号,旭景碧泽园,600,2,旭景碧泽园 爱西华庭 枫林华府 大都荟 枫韵蓝湾 直租无中介
24,"合租,朝南,有电梯,3号线",3,高层(共34层)                                                            ,,"高新区-大寨路 科技西路,近丈八北路辅路",金辉高新云璟,600,2,直租无中介 丈八北路 环普 外事南区 高新医院 科技二路
15,"合租,朝北,有电梯,6号线",5,低层(共33层)                                                            ,,高新区-丈八西路 丈八四路,丈八一号,750,0,丈八四路 大会堂 嘉昱大厦 罗马景福城 丈八一号 精装次卧
15,"合租,南北,有电梯,3号线",4,低层(共9层)                                                            ,,高新区-科技路西口 富鱼路45号,风度天城,399,3,丈八北路地铁口 风度天城 天朗蓝湖树 都市印象 科技路西口
28,"合租,朝南,有电梯,3号线",4,中层(共33层)                                                            ,,"高新区-大寨路 科技西路,近丈八北路辅路",金辉高新云璟,650,1,直租，月付，丈八北路地铁口，高新医院，外事学院，主卧次卧都有
15,"合租,朝南,有电梯,3/5号线",3,中层(共28层)                                                            ,,"高新区-大寨路 大寨路,近无名路",晶鑫华庭,750,1,可月租，延平门地铁口，晶鑫华庭.东方米兰，盛景园，
19,"合租,朝北,有电梯,6号线",5,中层(共27层)                                                            ,,高新区-丈八西路 科技八路104号,美寓华庭,800,0,科技八路 华为中软环普现代企业中心东滩社区美寓华庭可月付
36,"合租,朝南,有电梯,3/5号线",3,高层(共33层)                                                            ,,高新区-大寨路 团结南路,融侨城(西区二三四期),900,2,减免租金一个月 融侨城 南向超大主卧带落地全景阳台独卫 月付
28,"合租,朝南,有电梯,6号线",2,高层(共19层)                                                            ,,"高新区-科技六路 科技五路,近沣惠南路",数字生活,800,1,数字生活  木塔寺地铁口 新长安广场 摩尔中心 洛克大厦
28,"合租,朝南,有电梯,3号线",5,低层(共33层)                                                            ,,"高新区-鱼化寨 富鱼路,近经十五路",金泰怡景花园,600,0,直租 月付 西三环 环普直达车 软件新城 主卧独卫 多间可选
31,"合租,朝南,有电梯,3/5号线",3,高层(共31层)                                                            ,,高新区-鱼化寨 鱼跃路,绿地国际花都(北区),830,1,环普直达 鱼化寨地铁口 绿地国际花都 石桥欣苑 金泰怡景花园
15,"合租,朝南,有电梯,5号线",3,中层(共33层)                                                            ,,"高新区-大寨路 大寨路,近丈八北路",金域牟嘉,400,2,月付  丈八北路地铁口  西窑头地铁口 恒大城 创业小单间
25,"合租,朝南,有电梯,3/5号线",3,中层(共33层)                                                            ,,高新区-大寨路 团结南路,融侨城(西区二三四期),880,2,延平门地铁口，无中介管理费用，直租房
30,"合租,朝南,有电梯,3号线",4,中层(共32层)                                                            ,,"高新区-大寨路 科技西路,近丈八北路辅路",金辉高新云璟,680,0,月付 高新医院 延平门地铁 高新大都荟 天朗蓝湖树 云璟主卧
35,"合租,西北,有电梯,6号线",4,高层(共33层)                                                            ,,高新区-科技六路 双水磨路,保利双水磨小区,699,3,短租 无中介费 精装 独卫 高新医院 西安软件园 环普科技
25,"合租,朝南,有电梯,3/5号线",3,低层(共28层)                                                            ,,高新区-科技路中段 科技路西段239号,中华世纪城,588,2,无中介主卧独卫月付 次卧独卫都有 延平门 大都荟 旺座国际城
15,"合租,朝南,有电梯,6号线",3,中层(共30层)                                                            ,,高新区-锦业路 锦业路36号,旗远锦樾,700,2,月付华陆大厦汇鑫IBC嘉昱大厦中投 锦业时代丈八一路东方航空
36,"合租,朝南,有电梯,3/5号线",3,高层(共33层)                                                            ,,"高新区-大寨路 创新路,近大寨路",融侨城(东区一期),800,2,可月付金光门太和时代 融侨城 石墙原户型大次卧 采光特别好
24,"合租,朝南,有电梯,3/5号线",3,高层(共32层)                                                            ,,"高新区-大寨路 大寨路,近丈八北路",铭城(西区),600,2,鱼化寨 恒大城 汉城南路 外事学院 铭城 大寨路 华洲城精装
30,"合租,东南,有电梯,3/5号线",3,高层(共30层)                                                            ,,"高新区-科技路西口 科技路,近高新六路",铂悦,900,2,丈八北路地铁口 唐南香榭 铂悦 次卧 可短租三个月 押一付一
25,"合租,朝南,有电梯,6号线",4,中层(共34层)                                                            ,,高新区-都市之门 太白南路39号,天正幸福里,600,1,短租 都市之门 中投国际 丈八一路 领海大厦 万熙天地 立丰
105.8,"整租,南北,有电梯,6号线",3,高层(共26层)                                                            ,,高新区-都市之门 太白南路39号,天正幸福里,2500,2,锦业路双子塔都市之门 丈八一路地铁口 幸福里 北沈 精装首租
31,"合租,朝南,有电梯",3,低层(共16层)                                                            ,,"高新区-科技西路西段 丈八北路,近科技四路",鸿基新城祥园,650,2,押一付一 新长安广场 软件园 高新医院 腾飞创新中心 环普
30,"合租,朝南,有电梯,3/5号线",3,高层(共33层)                                                            ,,"高新区-大寨路 大寨路,近无名路",晶鑫华庭,900,2,晶鑫华庭 大寨路 拎包入住 东方米兰 晶鑫商业广场 可月付
32,"合租,朝南,有电梯,3号线",3,低层(共26层)                                                            ,,高新区-科技路西口 富鱼路45号,风度天城,860,2,可短租 月付无中介直租 科技路丈八北路地铁口风度天城精装全配
26,"合租,朝南,有电梯,3/5/6号线",3,高层(共15层)                                                            ,,"高新区-高新一中 高新路,近科技一路",枫叶广场(一期),700,2,甘家寨地铁口 含光佳苑高新水晶城枫叶广场枫叶高层糜家桥甘家寨
30,"合租,朝南,有电梯",2,低层(共28层)                                                            ,,高新区-科技四路西段 高新六路43号,绿港花园,750,1,科技四路 绿港花园 主卧阳台 三家合租 和发智能大厦 无中介
32.2,"合租,朝南,有电梯,6号线",3,低层(共33层)                                                            ,,高新区-科技六路 科技七路8号,消防小区,640,2,押一付一 带卫生间6号线 省体育馆地铁口 锦业路 西安软件园
27,"合租,朝南,有电梯,3号线",3,低层(共25层)                                                            ,,"高新区-科技路西口 高新六路,近科技路",米罗蓝山,790,1,丈八北路地铁口 高新医院 米罗蓝山 三室主卧 可做饭 月付
30,"合租,朝南,有电梯,3/6号线",3,中层(共23层)                                                            ,,高新区-高新一中 科技二路,名城天下,900,1,实图实价 可月付 甘家寨地铁口 领先时代广场 木塔寨 沙井村
21,"合租,朝南,有电梯,3/5号线",3,高层(共18层)                                                            ,,"高新区-昆明路 沣惠南路,近昆明路",牡丹庄园,730,1,金光门地铁口 太和时代广场 实墙主卧阳台 金辉国际 融侨城
23,"合租,朝南,有电梯,3/5号线",3,高层(共33层)                                                            ,,"高新区-大寨路 大寨路,近无名路",晶鑫华庭,980,1,可月付 大寨路 高新医院 旭景碧泽园 安琪儿医院 晶鑫华庭
35,"合租,朝南,有电梯,3/5号线",3,高层(共28层)                                                            ,,高新区-大寨路 大寨路99号,恒大城,790,1,月付 主卧大阳台 大寨路十字 新乐城 旭景碧泽园 恒大城
20,"合租,朝南,有电梯",3,中层(共30层)                                                            ,,高新区-鱼化寨 鱼斗路,兴贺佳苑,800,2,科技四路 环普产业园 兴贺佳苑 鱼斗路 雷家寨
20,"合租,朝南,3/5/6号线",5,高层(共7层)                                                            ,,高新区-高新四路 高新四路,天然气公司家属院(高新四路),800,0,天然气公司家属院高新四路800元新西兰大都荟南二环丰庆旺座国
15,"合租,朝南,有电梯,3/5号线",3,中层(共32层)                                                            ,,高新区-科技六路 团结南路18号,盛景园,550,2,团结南路，金光门延平门地铁口，无中介管理费，直租房
30,"合租,朝南,有电梯,3号线",3,低层(共32层)                                                            ,,"高新区-大寨路 科技西路,近丈八北路辅路",金辉高新云璟,580,2,高新云璟 天朗蓝湖树 直租月付 外事学院北校区 凤度天城
23,"合租,朝南,有电梯,6号线",5,低层(共28层)                                                            ,,高新区-科技六路 双水磨路,保利双水磨小区,700,0,科技四路 保利双水磨 押一付一 多套 随时看房 主卧次卧都有
36,"合租,朝南,有电梯,3/5号线",3,中层(共33层)                                                            ,,高新区-科技六路 团结南路18号,盛景园,900,2,可月付 团结南路 盛景园 南向超大卧室带落地全景阳台 空调
25,"合租,朝南,有电梯,6号线",3,中层(共30层)                                                            ,,高新区-科技六路 团结南路,南窑头社区西区,780,1,摩尔中心 唐延路 科技五路 双水磨 软件园附近合租房直租
36,"合租,朝南,有电梯,3号线",3,中层(共33层)                                                            ,,高新区-科技路西口 唐兴路21号,都市春天,900,2,减免一个月租金都市春天 超大南向卧室带落地全景阳台独立洗漱
25,"合租,朝南,有电梯,3号线",4,低层(共12层)                                                            ,,高新区-科技路中段 科技路298号,紫薇臻品,850,2,独卫丈八北路地铁口 高新医院 西安软件园 紫薇臻品 配套齐全
